Naziv proizvoda,BREND,,OBLIK OKVIRA,U KOJIM BOJAMA JE DOSTUPAN,U KOJIM VELIČINAMA,MATERIJAL OKVIRA,CIJENA S UKLJUČENIM PDV-om,ŠIRINA LEĆE,VISINA LEĆE,ŠIRINA MOSTA,RUČKICE,ŠIRINA FRONTE,ŠIFRA,Kategorija,AtributSet,Slika,Naziv final,slug
DIOPTRIJSKI OKVIR,NINA RICCI,,Nepravilan,SHINY BORDO 08LA,M,Acetat,175,53,49,17,135,137,VNR372-1,Uncategorized,SvePotrebno,VNR372,DIOPTRIJSKI OKVIR SHINY BORDO 08LA M,dioptrijski-okvir-shiny-bordo-08la-m-1
DIOPTRIJSKI OKVIR,FURLA,,Ovalni,SHINY BROWN HAVANA 0710,M,Acetat,160,53,47,17,140,135,VFU765,Uncategorized,SvePotrebno,VFU765,DIOPTRIJSKI OKVIR SHINY BROWN HAVANA 0710 M,dioptrijski-okvir-shiny-brown-havana-0710-m
DIOPTRIJSKI OKVIR,FURLA,,Ovalni,SHINY BROWN HAVANA 0710,M,Acetat,160,53,47,17,140,135,VFU765-1,Uncategorized,SvePotrebno,VFU765,DIOPTRIJSKI OKVIR SHINY BROWN HAVANA 0710 M,dioptrijski-okvir-shiny-brown-havana-0710-m-1
DIOPTRIJSKI OKVIR,FURLA,,Ovalni,HAVANA AZURE MULTICOLOR 0P61,M,Acetat,160,52,47,17,140,137,VFU832,Uncategorized,SvePotrebno,VFU832,DIOPTRIJSKI OKVIR HAVANA AZURE MULTICOLOR 0P61 M,dioptrijski-okvir-havana-azure-multicolor-0p61-m
DIOPTRIJSKI OKVIR,FURLA,,Ovalni,HAVANA AZURE MULTICOLOR 0P61,M,Acetat,160,52,47,17,140,137,VFU832-1,Uncategorized,SvePotrebno,VFU832,DIOPTRIJSKI OKVIR HAVANA AZURE MULTICOLOR 0P61 M,dioptrijski-okvir-havana-azure-multicolor-0p61-m-1
DIOPTRIJSKI OKVIR,FURLA,,Četvrtasti,CRNA 0700,M,Acetat,160,53,46,16,140,137,VFU768,Uncategorized,SvePotrebno,VFU768,DIOPTRIJSKI OKVIR CRNA 0700 M,dioptrijski-okvir-crna-0700-m-11
DIOPTRIJSKI OKVIR,FURLA,,Četvrtasti,CRNA 0700,M,Acetat,160,53,46,16,140,137,VFU768-1,Uncategorized,SvePotrebno,VFU768,DIOPTRIJSKI OKVIR CRNA 0700 M,dioptrijski-okvir-crna-0700-m-12
DIOPTRIJSKI OKVIR,FURLA,,Četvrtasti,SHINY LIGHT HAVANA 09WY,M,Acetat,160,55,45,15,135,137,VFU631,Uncategorized,SvePotrebno,VFU631,DIOPTRIJSKI OKVIR SHINY LIGHT HAVANA 09WY M,dioptrijski-okvir-shiny-light-havana-09wy-m
DIOPTRIJSKI OKVIR,FURLA,,Četvrtasti,SHINY LIGHT HAVANA 09WY,M,Acetat,160,55,45,15,135,137,VFU631-1,Uncategorized,SvePotrebno,VFU631,DIOPTRIJSKI OKVIR SHINY LIGHT HAVANA 09WY M,dioptrijski-okvir-shiny-light-havana-09wy-m-1
DIOPTRIJSKI OKVIR,FILA,,Četvrtasti,"PALLADIUM W 0583,PLAVA 08A3",S,Metal,90,51,37,17,135,130,VFI886L,Uncategorized,SvePotrebno,VFI886L,"DIOPTRIJSKI OKVIR PALLADIUM W 0583,PLAVA 08A3 S",dioptrijski-okvir-palladium-w-0583plava-08a3-s
DIOPTRIJSKI OKVIR,FILA,,Četvrtasti,PALLADIUM W 0583,S,Metal,90,51,37,17,135,130,VFI886L-1,Uncategorized,SvePotrebno,VFI886L,DIOPTRIJSKI OKVIR PALLADIUM W 0583 S,dioptrijski-okvir-palladium-w-0583-s
DIOPTRIJSKI OKVIR,FILA,,Četvrtasti,PLAVA 08A3,S,Metal,90,51,37,17,135,130,VFI886L-2,Uncategorized,SvePotrebno,VFI886L,DIOPTRIJSKI OKVIR PLAVA 08A3 S,dioptrijski-okvir-plava-08a3-s
DIOPTRIJSKI OKVIR,FILA,,Četvrtasti,MAT CRNA 0531,L,Metal,90,57,42,17,145,145,VFI878,Uncategorized,SvePotrebno,VFI878,DIOPTRIJSKI OKVIR MAT CRNA 0531 L,dioptrijski-okvir-mat-crna-0531-l
DIOPTRIJSKI OKVIR,FILA,,Četvrtasti,MAT CRNA 0531,L,Metal,90,57,42,17,145,145,VFI878-1,Uncategorized,SvePotrebno,VFI878,DIOPTRIJSKI OKVIR MAT CRNA 0531 L,dioptrijski-okvir-mat-crna-0531-l-1
DIOPTRIJSKI OKVIR,FILA,,Četvrtasti,MAT CRNA 0531,L,Metal,90,57,42,17,145,143,VFI711,Uncategorized,SvePotrebno,VFI711,DIOPTRIJSKI OKVIR MAT CRNA 0531 L,dioptrijski-okvir-mat-crna-0531-l-2
DIOPTRIJSKI OKVIR,FILA,,Četvrtasti,MAT CRNA 0531,L,Metal,90,57,42,17,145,143,VFI711-1,Uncategorized,SvePotrebno,VFI711,DIOPTRIJSKI OKVIR MAT CRNA 0531 L,dioptrijski-okvir-mat-crna-0531-l-3
DIOPTRIJSKI OKVIR,FILA,MEMORY BRIDGE,Četvrtasti,CRNA OQ46,M,Metal,90,56,39,16,145,138,VFI714,Uncategorized,SvePotrebno,VFI714,DIOPTRIJSKI OKVIR CRNA OQ46 M,dioptrijski-okvir-crna-oq46-m
DIOPTRIJSKI OKVIR,FILA,MEMORY BRIDGE,Četvrtasti,CRNA OQ46,M,Metal,90,56,39,16,145,138,VFI714-1,Uncategorized,SvePotrebno,VFI714,DIOPTRIJSKI OKVIR CRNA OQ46 M,dioptrijski-okvir-crna-oq46-m-1
DIOPTRIJSKI OKVIR,FILA,MEMORY BRIDGE,Četvrtasti,"PLAVA 0K53,GUN METAL 0627",M,Metal,90,57,42,15,145,140,VFI713,Uncategorized,SvePotrebno,VFI713,"DIOPTRIJSKI OKVIR PLAVA 0K53,GUN METAL 0627 M",dioptrijski-okvir-plava-0k53gun-metal-0627-m
DIOPTRIJSKI OKVIR,FILA,MEMORY BRIDGE,Četvrtasti,PLAVA 0K53,M,Metal,90,57,42,15,145,140,VFI713-1,Uncategorized,SvePotrebno,VFI713,DIOPTRIJSKI OKVIR PLAVA 0K53 M,dioptrijski-okvir-plava-0k53-m
DIOPTRIJSKI OKVIR,FILA,MEMORY BRIDGE,Četvrtasti,GUN METAL 0627,M,Metal,90,57,42,15,145,140,VFI713-2,Uncategorized,SvePotrebno,VFI713,DIOPTRIJSKI OKVIR GUN METAL 0627 M,dioptrijski-okvir-gun-metal-0627-m
DIOPTRIJSKI OKVIR,FILA,MEMORY BRIDGE,Četvrtasti,MAT CRNA 0531,S,Metal,90,52,35,16,135,130,VFI545L,Uncategorized,SvePotrebno,VFI545L,DIOPTRIJSKI OKVIR MAT CRNA 0531 S,dioptrijski-okvir-mat-crna-0531-s
DIOPTRIJSKI OKVIR,FILA,MEMORY BRIDGE,Četvrtasti,MAT CRNA 0531,S,Metal,90,52,35,16,135,130,VFI545L-1,Uncategorized,SvePotrebno,VFI545L,DIOPTRIJSKI OKVIR MAT CRNA 0531 S,dioptrijski-okvir-mat-crna-0531-s-1
DIOPTRIJSKI OKVIR,FILA,,Okrugao,"GUN METAL 08DR,PLAVA 0S72",M,Metal,90,50,47,21,140,134,VFI717,Uncategorized,SvePotrebno,VFI717,"DIOPTRIJSKI OKVIR GUN METAL 08DR,PLAVA 0S72 M",dioptrijski-okvir-gun-metal-08drplava-0s72-m
DIOPTRIJSKI OKVIR,FILA,,Okrugao,GUN METAL 08DR,M,Metal,90,50,47,21,140,134,VFI717-1,Uncategorized,SvePotrebno,VFI717,DIOPTRIJSKI OKVIR GUN METAL 08DR M,dioptrijski-okvir-gun-metal-08dr-m
DIOPTRIJSKI OKVIR,FILA,,Okrugao,PLAVA 0S72,M,Metal,90,50,47,21,140,134,VFI717-2,Uncategorized,SvePotrebno,VFI717,DIOPTRIJSKI OKVIR PLAVA 0S72 M,dioptrijski-okvir-plava-0s72-m
DIOPTRIJSKI OKVIR,FILA,,Četvrtasti,"GUN METAL 0627,SHINY PALLADIUM W0F94",M,Metal,90,54,45,19,145,138,VFI718,Uncategorized,SvePotrebno,VFI718,"DIOPTRIJSKI OKVIR GUN METAL 0627,SHINY PALLADIUM W0F94 M",dioptrijski-okvir-gun-metal-0627shiny-palladium-w0f94-m
DIOPTRIJSKI OKVIR,FILA,,Četvrtasti,GUN METAL 0627,M,Metal,90,54,45,19,145,138,VFI718-1,Uncategorized,SvePotrebno,VFI718,DIOPTRIJSKI OKVIR GUN METAL 0627 M,dioptrijski-okvir-gun-metal-0627-m-1
DIOPTRIJSKI OKVIR,FILA,,Četvrtasti,SHINY PALLADIUM W0F94,M,Metal,90,54,45,19,145,138,VFI718-2,Uncategorized,SvePotrebno,VFI718,DIOPTRIJSKI OKVIR SHINY PALLADIUM W0F94 M,dioptrijski-okvir-shiny-palladium-w0f94-m
DIOPTRIJSKI OKVIR,FILA,,Četvrtasti,CRNA 0Q46,M,Metal,90,55,40,19,145,138,VFI441,Uncategorized,SvePotrebno,VFI441,DIOPTRIJSKI OKVIR CRNA 0Q46 M,dioptrijski-okvir-crna-0q46-m
DIOPTRIJSKI OKVIR,FILA,,Četvrtasti,CRNA 0Q46,M,Metal,90,55,40,19,145,138,VFI441-1,Uncategorized,SvePotrebno,VFI441,DIOPTRIJSKI OKVIR CRNA 0Q46 M,dioptrijski-okvir-crna-0q46-m-1
DIOPTRIJSKI OKVIR,FILA,,Četvrtasti,CRNA 0531,M,Metal,90,55,39,16,145,135,VFI033,Uncategorized,SvePotrebno,VFI033,DIOPTRIJSKI OKVIR CRNA 0531 M,dioptrijski-okvir-crna-0531-m-2
DIOPTRIJSKI OKVIR,FILA,,Četvrtasti,CRNA 0531,M,Metal,90,55,39,16,145,135,VFI033-1,Uncategorized,SvePotrebno,VFI033,DIOPTRIJSKI OKVIR CRNA 0531 M,dioptrijski-okvir-crna-0531-m-3
DIOPTRIJSKI OKVIR,FILA,,Četvrtasti,RUBBER GREY W 0NA3,M,Metal,90,55,37,16,145,140,VFI122,Uncategorized,SvePotrebno,VFI122,DIOPTRIJSKI OKVIR RUBBER GREY W 0NA3 M,dioptrijski-okvir-rubber-grey-w-0na3-m
DIOPTRIJSKI OKVIR,FILA,,Četvrtasti,RUBBER GREY W 0NA3,M,Metal,90,55,37,16,145,140,VFI122-1,Uncategorized,SvePotrebno,VFI122,DIOPTRIJSKI OKVIR RUBBER GREY W 0NA3 M,dioptrijski-okvir-rubber-grey-w-0na3-m-1
DIOPTRIJSKI OKVIR,FILA,,Četvrtasti,"CRNA SJAJ 0700,SIVA 0AAU",M,Acetat,90,57,41,15,145,140,VFI296,Uncategorized,SvePotrebno,VFI296,"DIOPTRIJSKI OKVIR CRNA SJAJ 0700,SIVA 0AAU M",dioptrijski-okvir-crna-sjaj-0700siva-0aau-m
DIOPTRIJSKI OKVIR,FILA,,Četvrtasti,CRNA SJAJ 0700,M,Acetat,90,57,41,15,145,140,VFI296-1,Uncategorized,SvePotrebno,VFI296,DIOPTRIJSKI OKVIR CRNA SJAJ 0700 M,dioptrijski-okvir-crna-sjaj-0700-m
DIOPTRIJSKI OKVIR,FILA,,Četvrtasti,SIVA 0AAU,M,Acetat,90,57,41,15,145,140,VFI296-2,Uncategorized,SvePotrebno,VFI296,DIOPTRIJSKI OKVIR SIVA 0AAU M,dioptrijski-okvir-siva-0aau-m
DIOPTRIJSKI OKVIR,FILA,,Četvrtasti,MAT CRNA 0U28,S,Plastika,90,51,38,15,135,128,VFI704L,Uncategorized,SvePotrebno,VFI704L,DIOPTRIJSKI OKVIR MAT CRNA 0U28 S,dioptrijski-okvir-mat-crna-0u28-s
DIOPTRIJSKI OKVIR,FILA,,Četvrtasti,MAT CRNA 0U28,S,Plastika,90,51,38,15,135,128,VFI704L-1,Uncategorized,SvePotrebno,VFI704L,DIOPTRIJSKI OKVIR MAT CRNA 0U28 S,dioptrijski-okvir-mat-crna-0u28-s-1
DIOPTRIJSKI OKVIR,FILA,,Četvrtasti,"TRANSP.SIVA 03GU,CRNA 0700",M,Acetat,90,55,46,18,145,140,VFI720,Uncategorized,SvePotrebno,VFI720,"DIOPTRIJSKI OKVIR TRANSP.SIVA 03GU,CRNA 0700 M",dioptrijski-okvir-transpsiva-03gucrna-0700-m
DIOPTRIJSKI OKVIR,FILA,,Četvrtasti,TRANSP.SIVA 03GU,M,Acetat,90,55,46,18,145,140,VFI720-1,Uncategorized,SvePotrebno,VFI720,DIOPTRIJSKI OKVIR TRANSP.SIVA 03GU M,dioptrijski-okvir-transpsiva-03gu-m
DIOPTRIJSKI OKVIR,FILA,,Četvrtasti,CRNA 0700,M,Acetat,90,52,43,17,145,135,VFI720-2,Uncategorized,SvePotrebno,VFI720,DIOPTRIJSKI OKVIR CRNA 0700 M,dioptrijski-okvir-crna-0700-m-13
DIOPTRIJSKI OKVIR,FILA,,Četvrtasti,PLAVA 01HL,M,Plastika,90,53,46,19,145,140,VF877,Uncategorized,SvePotrebno,VF877,DIOPTRIJSKI OKVIR PLAVA 01HL M,dioptrijski-okvir-plava-01hl-m
DIOPTRIJSKI OKVIR,FILA,,Četvrtasti,PLAVA 01HL,M,Plastika,90,53,46,19,145,140,VF877-1,Uncategorized,SvePotrebno,VF877,DIOPTRIJSKI OKVIR PLAVA 01HL M,dioptrijski-okvir-plava-01hl-m-1
DIOPTRIJSKI OKVIR,FILA,,Četvrtasti,TRANSP.PLAVA 0955,M,Acetat,90,54,38,16,145,140,VFI532,Uncategorized,SvePotrebno,VFI532,DIOPTRIJSKI OKVIR TRANSP.PLAVA 0955 M,dioptrijski-okvir-transpplava-0955-m
DIOPTRIJSKI OKVIR,FILA,,Četvrtasti,TRANSP.PLAVA 0955,M,Acetat,90,54,38,16,145,140,VFI532-1,Uncategorized,SvePotrebno,VFI532,DIOPTRIJSKI OKVIR TRANSP.PLAVA 0955 M,dioptrijski-okvir-transpplava-0955-m-1
DIOPTRIJSKI OKVIR,STING,,Četvrtasti,"TRANSP PLAVA 0D25,CRNA 06BQ",M,Acetat,90,52,45,21,145,143,VST524,Uncategorized,SvePotrebno,VST524,"DIOPTRIJSKI OKVIR TRANSP PLAVA 0D25,CRNA 06BQ M",dioptrijski-okvir-transp-plava-0d25crna-06bq-m
DIOPTRIJSKI OKVIR,STING,,Četvrtasti,TRANSP PLAVA 0D25,M,Acetat,90,52,45,21,145,143,VST524-1,Uncategorized,SvePotrebno,VST524,DIOPTRIJSKI OKVIR TRANSP PLAVA 0D25 M,dioptrijski-okvir-transp-plava-0d25-m
DIOPTRIJSKI OKVIR,STING,,Četvrtasti,CRNA 06BQ,M,Acetat,90,52,45,21,145,143,VST524-2,Uncategorized,SvePotrebno,VST524,DIOPTRIJSKI OKVIR CRNA 06BQ M,dioptrijski-okvir-crna-06bq-m
DIOPTRIJSKI OKVIR,STING,,Četvrtasti,SHINY BLUE TOP+AZURE 09AD,S,Acetat,87,50,48,17,135,132,VSJ733,Uncategorized,SvePotrebno,VSJ733,DIOPTRIJSKI OKVIR SHINY BLUE TOP+AZURE 09AD S,dioptrijski-okvir-shiny-blue-topazure-09ad-s
DIOPTRIJSKI OKVIR,STING,,Četvrtasti,SHINY BLUE TOP+AZURE 09AD,S,Acetat,87,50,48,17,135,132,VSJ733-1,Uncategorized,SvePotrebno,VSJ733,DIOPTRIJSKI OKVIR SHINY BLUE TOP+AZURE 09AD S,dioptrijski-okvir-shiny-blue-topazure-09ad-s-1
DIOPTRIJSKI OKVIR,STING,,Četvrtasti,SHINY BROWN+LIGHT BLUE 09EQ,M,Acetat,90,50,42,21,145,138,VST524L,Uncategorized,SvePotrebno,VST524L,DIOPTRIJSKI OKVIR SHINY BROWN+LIGHT BLUE 09EQ M,dioptrijski-okvir-shiny-brownlight-blue-09eq-m
DIOPTRIJSKI OKVIR,STING,,Četvrtasti,SHINY BROWN+LIGHT BLUE 09EQ,M,Acetat,90,50,42,21,145,138,VST524L-1,Uncategorized,SvePotrebno,VST524L,DIOPTRIJSKI OKVIR SHINY BROWN+LIGHT BLUE 09EQ M,dioptrijski-okvir-shiny-brownlight-blue-09eq-m-1
DIOPTRIJSKI OKVIR,STING,,Okrugao,"BORDO CRVENA 0V64,CRNA 0700,PLAVA/CRVENA 0U11",M,Acetat,90,50,48,22,145,140,VST505,Uncategorized,SvePotrebno,VST505,"DIOPTRIJSKI OKVIR BORDO CRVENA 0V64,CRNA 0700,PLAVA/CRVENA 0U11 M",dioptrijski-okvir-bordo-crvena-0v64crna-0700plava-crvena-0u11-m
DIOPTRIJSKI OKVIR,STING,,Okrugao,BORDO CRVENA 0V64,M,Acetat,90,50,48,22,145,140,VST505-1,Uncategorized,SvePotrebno,VST505,DIOPTRIJSKI OKVIR BORDO CRVENA 0V64 M,dioptrijski-okvir-bordo-crvena-0v64-m
DIOPTRIJSKI OKVIR,STING,,Okrugao,CRNA 0700,M,Acetat,90,50,48,22,145,140,VST505-2,Uncategorized,SvePotrebno,VST505,DIOPTRIJSKI OKVIR CRNA 0700 M,dioptrijski-okvir-crna-0700-m-14
DIOPTRIJSKI OKVIR,STING,,Okrugao,PLAVA/CRVENA 0U11,M,Acetat,90,50,48,22,145,140,VST505-3,Uncategorized,SvePotrebno,VST505,DIOPTRIJSKI OKVIR PLAVA/CRVENA 0U11 M,dioptrijski-okvir-plava-crvena-0u11-m
DIOPTRIJSKI OKVIR,STING,,Okrugao,"TRANSP.GREY 09MB,PLAVA 06SB,TRANSP.OLIVE GREEN 09HF,CRNA 700J",M,Acetat,90,50,48,21,145,137,VST510,Uncategorized,SvePotrebno,VST510,"DIOPTRIJSKI OKVIR TRANSP.GREY 09MB,PLAVA 06SB,TRANSP.OLIVE GREEN 09HF,CRNA 700J M",dioptrijski-okvir-transpgrey-09mbplava-06sbtranspolive-green-09hfcrna-700j-m
DIOPTRIJSKI OKVIR,STING,,Okrugao,TRANSP.GREY 09MB,M,Acetat,90,50,48,21,145,137,VST510-1,Uncategorized,SvePotrebno,VST510,DIOPTRIJSKI OKVIR TRANSP.GREY 09MB M,dioptrijski-okvir-transpgrey-09mb-m
DIOPTRIJSKI OKVIR,STING,,Okrugao,PLAVA 06SB,M,Acetat,90,50,48,21,145,137,VST510-2,Uncategorized,SvePotrebno,VST510,DIOPTRIJSKI OKVIR PLAVA 06SB M,dioptrijski-okvir-plava-06sb-m
DIOPTRIJSKI OKVIR,STING,,Okrugao,TRANSP.OLIVE GREEN 09HF,M,Acetat,90,50,48,21,145,137,VST510-3,Uncategorized,SvePotrebno,VST510,DIOPTRIJSKI OKVIR TRANSP.OLIVE GREEN 09HF M,dioptrijski-okvir-transpolive-green-09hf-m
DIOPTRIJSKI OKVIR,STING,,Okrugao,CRNA 700J,M,Acetat,90,50,48,21,145,137,VST510-4,Uncategorized,SvePotrebno,VST510,DIOPTRIJSKI OKVIR CRNA 700J M,dioptrijski-okvir-crna-700j-m
DIOPTRIJSKI OKVIR,STING,,Četvrtasti,"GREY 03GU,ZELENA 0G61",M,Acetat,90,50,45,19,140,135,VST509L,Uncategorized,SvePotrebno,VST509L,"DIOPTRIJSKI OKVIR GREY 03GU,ZELENA 0G61 M",dioptrijski-okvir-grey-03guzelena-0g61-m
DIOPTRIJSKI OKVIR,STING,,Četvrtasti,GREY 03GU,M,Acetat,90,50,45,19,140,135,VST509L-1,Uncategorized,SvePotrebno,VST509L,DIOPTRIJSKI OKVIR GREY 03GU M,dioptrijski-okvir-grey-03gu-m
DIOPTRIJSKI OKVIR,STING,,Četvrtasti,ZELENA 0G61,M,Acetat,90,50,45,19,140,135,VST509L-2,Uncategorized,SvePotrebno,VST509L,DIOPTRIJSKI OKVIR ZELENA 0G61 M,dioptrijski-okvir-zelena-0g61-m-1
DIOPTRIJSKI OKVIR,STING,,Četvrtasti,CRNA 0700,M,Acetat,90,55,48,17,145,140,VST501,Uncategorized,SvePotrebno,VST501,DIOPTRIJSKI OKVIR CRNA 0700 M,dioptrijski-okvir-crna-0700-m-15
DIOPTRIJSKI OKVIR,STING,,Četvrtasti,CRNA 0700,M,Acetat,90,55,48,17,145,140,VST501-1,Uncategorized,SvePotrebno,VST501,DIOPTRIJSKI OKVIR CRNA 0700 M,dioptrijski-okvir-crna-0700-m-16
DIOPTRIJSKI OKVIR,STING,,Četvrtasti,"PLAVA 0U11,CRNA 0700","S,M",Acetat,90,50,42,17,140,131,VST508L,Uncategorized,SvePotrebno,VST508L,"DIOPTRIJSKI OKVIR PLAVA 0U11,CRNA 0700 S,M",dioptrijski-okvir-plava-0u11crna-0700-sm
DIOPTRIJSKI OKVIR,STING,,Četvrtasti,PLAVA 0U11,S,Acetat,90,50,42,17,140,131,VST508L-1,Uncategorized,SvePotrebno,VST508L,DIOPTRIJSKI OKVIR PLAVA 0U11 S,dioptrijski-okvir-plava-0u11-s
DIOPTRIJSKI OKVIR,STING,,Četvrtasti,CRNA 0700,M,Acetat,90,54,45,18,145,142,VST508L-2,Uncategorized,SvePotrebno,VST508L,DIOPTRIJSKI OKVIR CRNA 0700 M,dioptrijski-okvir-crna-0700-m-17
DIOPTRIJSKI OKVIR,STING,,Četvrtasti,"SMEĐA/PLAVA 0GEQ,PLAVA/CRVENA 06SB",M,Acetat,90,53,45,18,145,138,VST528W,Uncategorized,SvePotrebno,VST528W,"DIOPTRIJSKI OKVIR SMEĐA/PLAVA 0GEQ,PLAVA/CRVENA 06SB M",dioptrijski-okvir-smeda-plava-0geqplava-crvena-06sb-m
DIOPTRIJSKI OKVIR,STING,,Četvrtasti,SMEĐA/PLAVA 0GEQ,M,Acetat,90,53,45,18,145,138,VST528W-1,Uncategorized,SvePotrebno,VST528W,DIOPTRIJSKI OKVIR SMEĐA/PLAVA 0GEQ M,dioptrijski-okvir-smeda-plava-0geq-m
DIOPTRIJSKI OKVIR,STING,,Četvrtasti,PLAVA/CRVENA 06SB,M,Acetat,90,53,45,18,145,138,VST528W-2,Uncategorized,SvePotrebno,VST528W,DIOPTRIJSKI OKVIR PLAVA/CRVENA 06SB M,dioptrijski-okvir-plava-crvena-06sb-m
DIOPTRIJSKI OKVIR,STING,,Četvrtasti,"SMEĐA 0BR0,CRNA/PLAVA 0XAH",L,Titan,90,57,45,15,145,145,VST533,Uncategorized,SvePotrebno,VST533,"DIOPTRIJSKI OKVIR SMEĐA 0BR0,CRNA/PLAVA 0XAH L",dioptrijski-okvir-smeda-0br0crna-plava-0xah-l
DIOPTRIJSKI OKVIR,STING,,Četvrtasti,SMEĐA 0BR0,L,Titan,90,57,45,15,145,145,VST533-1,Uncategorized,SvePotrebno,VST533,DIOPTRIJSKI OKVIR SMEĐA 0BR0 L,dioptrijski-okvir-smeda-0br0-l
DIOPTRIJSKI OKVIR,STING,,Četvrtasti,CRNA/PLAVA 0XAH,L,Titan,90,57,45,15,145,145,VST533-2,Uncategorized,SvePotrebno,VST533,DIOPTRIJSKI OKVIR CRNA/PLAVA 0XAH L,dioptrijski-okvir-crna-plava-0xah-l
DIOPTRIJSKI OKVIR,STING,,Šesterokutan,"GRADIENT ROSE 0VB6,BLUE GRAD.AZURE 0D36",S,Acetat,87,49,46,15,130,125,VSJ740,Uncategorized,SvePotrebno,VSJ740,"DIOPTRIJSKI OKVIR GRADIENT ROSE 0VB6,BLUE GRAD.AZURE 0D36 S",dioptrijski-okvir-gradient-rose-0vb6blue-gradazure-0d36-s
DIOPTRIJSKI OKVIR,STING,,Šesterokutan,GRADIENT ROSE 0VB6,S,Acetat,87,49,46,15,130,125,VSJ740-1,Uncategorized,SvePotrebno,VSJ740,DIOPTRIJSKI OKVIR GRADIENT ROSE 0VB6 S,dioptrijski-okvir-gradient-rose-0vb6-s
DIOPTRIJSKI OKVIR,STING,,Šesterokutan,BLUE GRAD.AZURE 0D36,S,Acetat,87,49,46,15,130,125,VSJ740-2,Uncategorized,SvePotrebno,VSJ740,DIOPTRIJSKI OKVIR BLUE GRAD.AZURE 0D36 S,dioptrijski-okvir-blue-gradazure-0d36-s
DIOPTRIJSKI OKVIR,STING,,Četvrtasti,TRANSP.BLUE 06SB,M,Acetat,90,55,46,18,145,140,VST528V,Uncategorized,SvePotrebno,VST528V,DIOPTRIJSKI OKVIR TRANSP.BLUE 06SB M,dioptrijski-okvir-transpblue-06sb-m
DIOPTRIJSKI OKVIR,STING,,Četvrtasti,TRANSP.BLUE 06SB,M,Acetat,90,55,46,18,145,140,VST528V-1,Uncategorized,SvePotrebno,VST528V,DIOPTRIJSKI OKVIR TRANSP.BLUE 06SB M,dioptrijski-okvir-transpblue-06sb-m-1
DIOPTRIJSKI OKVIR,STING,,Okrugao,CRNA 700Y,M,Acetat,90,50,48,22,145,142,VST529,Uncategorized,SvePotrebno,VST529,DIOPTRIJSKI OKVIR CRNA 700Y M,dioptrijski-okvir-crna-700y-m-3
DIOPTRIJSKI OKVIR,STING,,Okrugao,CRNA 700Y,M,Acetat,90,50,48,22,145,142,VST529-1,Uncategorized,SvePotrebno,VST529,DIOPTRIJSKI OKVIR CRNA 700Y M,dioptrijski-okvir-crna-700y-m-4
DIOPTRIJSKI OKVIR,STING,,Okrugao,TRANSP BEIGE 0913,M,Acetat,90,50,48,22,145,142,VST529V,Uncategorized,SvePotrebno,VST529V,DIOPTRIJSKI OKVIR TRANSP BEIGE 0913 M,dioptrijski-okvir-transp-beige-0913-m
DIOPTRIJSKI OKVIR,STING,,Okrugao,TRANSP BEIGE 0913,M,Acetat,90,50,48,22,145,142,VST529V-1,Uncategorized,SvePotrebno,VST529V,DIOPTRIJSKI OKVIR TRANSP BEIGE 0913 M,dioptrijski-okvir-transp-beige-0913-m-1
DIOPTRIJSKI OKVIR,STING,,Okrugao,"BLUE GRAD.AZURE 0D36,GREEN GRAD.PINK 07PL,GRAD.ROSE  0VB6",S,Acetat,76,47,44,18,130,127,VSJ741,Uncategorized,SvePotrebno,VSJ741,"DIOPTRIJSKI OKVIR BLUE GRAD.AZURE 0D36,GREEN GRAD.PINK 07PL,GRAD.ROSE  0VB6 S",dioptrijski-okvir-blue-gradazure-0d36green-gradpink-07plgradrose-0vb6-s
DIOPTRIJSKI OKVIR,STING,,Okrugao,BLUE GRAD.AZURE 0D36,S,Acetat,76,47,44,18,130,127,VSJ741-1,Uncategorized,SvePotrebno,VSJ741,DIOPTRIJSKI OKVIR BLUE GRAD.AZURE 0D36 S,dioptrijski-okvir-blue-gradazure-0d36-s-1
DIOPTRIJSKI OKVIR,STING,,Okrugao,GREEN GRAD.PINK 07PL,S,Acetat,76,47,44,18,130,127,VSJ741-2,Uncategorized,SvePotrebno,VSJ741,DIOPTRIJSKI OKVIR GREEN GRAD.PINK 07PL S,dioptrijski-okvir-green-gradpink-07pl-s
DIOPTRIJSKI OKVIR,STING,,Okrugao,GRAD.ROSE  0VB6,S,Acetat,76,47,44,18,130,127,VSJ741-3,Uncategorized,SvePotrebno,VSJ741,DIOPTRIJSKI OKVIR GRAD.ROSE  0VB6 S,dioptrijski-okvir-gradrose-0vb6-s
DIOPTRIJSKI OKVIR,STING,,Okrugao,"SHINY GLITTERY PINK 0WA1,LIGHT BLUE GRAD.GLITTERY 0GFH",S,Acetat,87,47,44,18,130,127,VSJ714,Uncategorized,SvePotrebno,VSJ714,"DIOPTRIJSKI OKVIR SHINY GLITTERY PINK 0WA1,LIGHT BLUE GRAD.GLITTERY 0GFH S",dioptrijski-okvir-shiny-glittery-pink-0wa1light-blue-gradglittery-0gfh-s
DIOPTRIJSKI OKVIR,STING,,Okrugao,SHINY GLITTERY PINK 0WA1,S,Acetat,87,47,44,18,130,127,VSJ714-1,Uncategorized,SvePotrebno,VSJ714,DIOPTRIJSKI OKVIR SHINY GLITTERY PINK 0WA1 S,dioptrijski-okvir-shiny-glittery-pink-0wa1-s
