Naziv proizvoda,BREND,,OBLIK OKVIRA,U KOJIM BOJAMA JE DOSTUPAN,U KOJIM VELIČINAMA,MATERIJAL OKVIRA,CIJENA S UKLJUČENIM PDV-om,ŠIRINA LEĆE,VISINA LEĆE,ŠIRINA MOSTA,RUČKICE,ŠIRINA FRONTE,ŠIFRA,Kategorija,AtributSet,Slika,Naziv final,slug
DIOPTRIJSKI OKVIR,STING,,Okrugao,LIGHT BLUE GRAD.GLITTERY 0GFH,S,Acetat,87,47,44,18,130,127,VSJ714-2,Uncategorized,SvePotrebno,VSJ714,DIOPTRIJSKI OKVIR LIGHT BLUE GRAD.GLITTERY 0GFH S,dioptrijski-okvir-light-blue-gradglittery-0gfh-s
DIOPTRIJSKI OKVIR,STING,,Ovalni,"PINK 06MH,BROWN/PINK HAVANA 01GQ",S,Acetat,87,50,45,15,130,130,VSJ731,Uncategorized,SvePotrebno,VSJ731,"DIOPTRIJSKI OKVIR PINK 06MH,BROWN/PINK HAVANA 01GQ S",dioptrijski-okvir-pink-06mhbrown-pink-havana-01gq-s
DIOPTRIJSKI OKVIR,STING,,Ovalni,PINK 06MH,S,Acetat,87,50,45,15,130,130,VSJ731-1,Uncategorized,SvePotrebno,VSJ731,DIOPTRIJSKI OKVIR PINK 06MH S,dioptrijski-okvir-pink-06mh-s
DIOPTRIJSKI OKVIR,STING,,Ovalni,BROWN/PINK HAVANA 01GQ,S,Acetat,87,50,45,15,130,130,VSJ731-2,Uncategorized,SvePotrebno,VSJ731,DIOPTRIJSKI OKVIR BROWN/PINK HAVANA 01GQ S,dioptrijski-okvir-brown-pink-havana-01gq-s
DIOPTRIJSKI OKVIR,STING,,Nepravilan,"VIOLET/ROSE 09Q4,BLUE TOP/LILIAC 0L20,TOP PINK/GREEN 03GS,CRNA 700Y",S,Acetat,87,48,42,17,135,128,VSJ726V,Uncategorized,SvePotrebno,VSJ726V,"DIOPTRIJSKI OKVIR VIOLET/ROSE 09Q4,BLUE TOP/LILIAC 0L20,TOP PINK/GREEN 03GS,CRNA 700Y S",dioptrijski-okvir-violet-rose-09q4blue-top-liliac-0l20top-pink-green-03gscrna-700y-s
DIOPTRIJSKI OKVIR,STING,,Nepravilan,VIOLET/ROSE 09Q4,S,Acetat,87,48,42,17,135,128,VSJ726V-1,Uncategorized,SvePotrebno,VSJ726V,DIOPTRIJSKI OKVIR VIOLET/ROSE 09Q4 S,dioptrijski-okvir-violet-rose-09q4-s
DIOPTRIJSKI OKVIR,STING,,Nepravilan,BLUE TOP/LILIAC 0L20,S,Acetat,87,48,42,17,135,128,VSJ726V-2,Uncategorized,SvePotrebno,VSJ726V,DIOPTRIJSKI OKVIR BLUE TOP/LILIAC 0L20 S,dioptrijski-okvir-blue-top-liliac-0l20-s
DIOPTRIJSKI OKVIR,STING,,Nepravilan,TOP PINK/GREEN 03GS,S,Acetat,87,48,42,17,135,128,VSJ726V-3,Uncategorized,SvePotrebno,VSJ726V,DIOPTRIJSKI OKVIR TOP PINK/GREEN 03GS S,dioptrijski-okvir-top-pink-green-03gs-s
DIOPTRIJSKI OKVIR,STING,,Nepravilan,CRNA 700Y,S,Acetat,76,48,41,17,135,125,VSJ726V-4,Uncategorized,SvePotrebno,VSJ726V,DIOPTRIJSKI OKVIR CRNA 700Y S,dioptrijski-okvir-crna-700y-s
DIOPTRIJSKI OKVIR,STING,,Nepravilan,PINK GRAD.GLITTERY 0GFB,S,Acetat,87,50,43,18,135,133,VSJ724,Uncategorized,SvePotrebno,VSJ724,DIOPTRIJSKI OKVIR PINK GRAD.GLITTERY 0GFB S,dioptrijski-okvir-pink-gradglittery-0gfb-s
DIOPTRIJSKI OKVIR,STING,,Nepravilan,PINK GRAD.GLITTERY 0GFB,S,Acetat,87,50,43,18,135,133,VSJ724-1,Uncategorized,SvePotrebno,VSJ724,DIOPTRIJSKI OKVIR PINK GRAD.GLITTERY 0GFB S,dioptrijski-okvir-pink-gradglittery-0gfb-s-1
DIOPTRIJSKI OKVIR,STING,,Cat Eye,"CRVENA 09C2,VIOLET/ROSE 09Q4",S,Acetat,87,49,45,18,135,130,VSJ732,Uncategorized,SvePotrebno,VSJ732,"DIOPTRIJSKI OKVIR CRVENA 09C2,VIOLET/ROSE 09Q4 S",dioptrijski-okvir-crvena-09c2violet-rose-09q4-s
DIOPTRIJSKI OKVIR,STING,,Cat Eye,CRVENA 09C2,S,Acetat,87,49,45,18,135,130,VSJ732-1,Uncategorized,SvePotrebno,VSJ732,DIOPTRIJSKI OKVIR CRVENA 09C2 S,dioptrijski-okvir-crvena-09c2-s
DIOPTRIJSKI OKVIR,STING,,Cat Eye,VIOLET/ROSE 09Q4,S,Acetat,87,49,45,18,135,130,VSJ732-2,Uncategorized,SvePotrebno,VSJ732,DIOPTRIJSKI OKVIR VIOLET/ROSE 09Q4 S,dioptrijski-okvir-violet-rose-09q4-s-1
DIOPTRIJSKI OKVIR,STING,,Okrugao,TRANSP.BEIGE 0913,M,Acetat,90,48,46,22,140,138,VST529W,Uncategorized,SvePotrebno,VST529W,DIOPTRIJSKI OKVIR TRANSP.BEIGE 0913 M,dioptrijski-okvir-transpbeige-0913-m
DIOPTRIJSKI OKVIR,STING,,Okrugao,TRANSP.BEIGE 0913,M,Acetat,90,48,46,22,140,138,VST529W-1,Uncategorized,SvePotrebno,VST529W,DIOPTRIJSKI OKVIR TRANSP.BEIGE 0913 M,dioptrijski-okvir-transpbeige-0913-m-1
DIOPTRIJSKI OKVIR,STING,,Četvrtasti,CRNA 700Y,M,Acetat,90,53,47,20,145,142,VST509,Uncategorized,SvePotrebno,VST509,DIOPTRIJSKI OKVIR CRNA 700Y M,dioptrijski-okvir-crna-700y-m-5
DIOPTRIJSKI OKVIR,STING,,Četvrtasti,CRNA 700Y,M,Acetat,90,53,47,20,145,142,VST509-1,Uncategorized,SvePotrebno,VST509,DIOPTRIJSKI OKVIR CRNA 700Y M,dioptrijski-okvir-crna-700y-m-6
DIOPTRIJSKI OKVIR,STING,,Četvrtasti,GREEN/GREY 06NT,S,Acetat,90,47,42,18,135,125,VSJ739,Uncategorized,SvePotrebno,VSJ739,DIOPTRIJSKI OKVIR GREEN/GREY 06NT S,dioptrijski-okvir-green-grey-06nt-s
DIOPTRIJSKI OKVIR,STING,,Četvrtasti,GREEN/GREY 06NT,S,Acetat,90,47,42,18,135,125,VSJ739-1,Uncategorized,SvePotrebno,VSJ739,DIOPTRIJSKI OKVIR GREEN/GREY 06NT S,dioptrijski-okvir-green-grey-06nt-s-1
DIOPTRIJSKI OKVIR,STING,,Cat Eye,TRANSP.RED 09PC,S,Acetat,90,50,40,16,135,130,VSJ743,Uncategorized,SvePotrebno,VSJ743,DIOPTRIJSKI OKVIR TRANSP.RED 09PC S,dioptrijski-okvir-transpred-09pc-s
DIOPTRIJSKI OKVIR,STING,,Cat Eye,TRANSP.RED 09PC,S,Acetat,90,50,40,16,135,130,VSJ743-1,Uncategorized,SvePotrebno,VSJ743,DIOPTRIJSKI OKVIR TRANSP.RED 09PC S,dioptrijski-okvir-transpred-09pc-s-1
DIOPTRIJSKI OKVIR,STING,,Nepravilan,PLAVA 091V,S,Acetat,90,46,42,19,135,130,VSJ738,Uncategorized,SvePotrebno,VSJ738,DIOPTRIJSKI OKVIR PLAVA 091V S,dioptrijski-okvir-plava-091v-s
DIOPTRIJSKI OKVIR,STING,,Nepravilan,PLAVA 091V,S,Acetat,90,46,42,19,135,130,VSJ738-1,Uncategorized,SvePotrebno,VSJ738,DIOPTRIJSKI OKVIR PLAVA 091V S,dioptrijski-okvir-plava-091v-s-1
DIOPTRIJSKI OKVIR+CLIP ON,STING,,Četvrtasti,"GREEN 1F1P,PLAVA L84P,CRNA/SIVA D18P",,Plastika,101,49,40,16,130,129,USJ722,Uncategorized,SvePotrebno,USJ722,"DIOPTRIJSKI OKVIR+CLIP ON GREEN 1F1P,PLAVA L84P,CRNA/SIVA D18P ",dioptrijski-okvirclip-on-green-1f1pplava-l84pcrna-siva-d18p
DIOPTRIJSKI OKVIR+CLIP ON,STING,,Četvrtasti,GREEN 1F1P,,Plastika,101,49,40,16,130,129,USJ722-1,Uncategorized,SvePotrebno,USJ722,DIOPTRIJSKI OKVIR+CLIP ON GREEN 1F1P ,dioptrijski-okvirclip-on-green-1f1p
DIOPTRIJSKI OKVIR+CLIP ON,STING,,Četvrtasti,PLAVA L84P,,Plastika,101,49,40,16,130,129,USJ722-2,Uncategorized,SvePotrebno,USJ722,DIOPTRIJSKI OKVIR+CLIP ON PLAVA L84P ,dioptrijski-okvirclip-on-plava-l84p
DIOPTRIJSKI OKVIR+CLIP ON,STING,,Četvrtasti,CRNA/SIVA D18P,,Plastika,101,49,40,16,130,129,USJ722-3,Uncategorized,SvePotrebno,USJ722,DIOPTRIJSKI OKVIR+CLIP ON CRNA/SIVA D18P ,dioptrijski-okvirclip-on-crna-siva-d18p
DIOPTRIJSKI OKVIR,STING,,Okrugao,CRVENA 01BZ,S,Acetat,90,47,46,21,140,130,VST505L,Uncategorized,SvePotrebno,VST505L,DIOPTRIJSKI OKVIR CRVENA 01BZ S,dioptrijski-okvir-crvena-01bz-s
DIOPTRIJSKI OKVIR,STING,,Okrugao,CRVENA 01BZ,S,Acetat,90,47,46,21,140,130,VST505L-1,Uncategorized,SvePotrebno,VST505L,DIOPTRIJSKI OKVIR CRVENA 01BZ S,dioptrijski-okvir-crvena-01bz-s-1
DIOPTRIJSKI OKVIR,STING,,Četvrtasti,"CRNA 700Q,TRANSP.BLUE 0U11",M,Acetat,90,54,44,19,145,145,VST511,Uncategorized,SvePotrebno,VST511,"DIOPTRIJSKI OKVIR CRNA 700Q,TRANSP.BLUE 0U11 M",dioptrijski-okvir-crna-700qtranspblue-0u11-m
DIOPTRIJSKI OKVIR,STING,,Četvrtasti,CRNA 700Q,M,Acetat,90,54,44,19,145,145,VST511-1,Uncategorized,SvePotrebno,VST511,DIOPTRIJSKI OKVIR CRNA 700Q M,dioptrijski-okvir-crna-700q-m
DIOPTRIJSKI OKVIR,STING,,Četvrtasti,TRANSP.BLUE 0U11,M,Acetat,90,54,44,19,145,145,VST511-2,Uncategorized,SvePotrebno,VST511,DIOPTRIJSKI OKVIR TRANSP.BLUE 0U11 M,dioptrijski-okvir-transpblue-0u11-m
DIOPTRIJSKI OKVIR,STING,,Četvrtasti,GREEN/BROWN 0AAQ,M,Acetat,90,53,44,18,145,138,VST525L,Uncategorized,SvePotrebno,VST525L,DIOPTRIJSKI OKVIR GREEN/BROWN 0AAQ M,dioptrijski-okvir-green-brown-0aaq-m
DIOPTRIJSKI OKVIR,STING,,Četvrtasti,GREEN/BROWN 0AAQ,M,Acetat,90,53,44,18,145,138,VST525L-1,Uncategorized,SvePotrebno,VST525L,DIOPTRIJSKI OKVIR GREEN/BROWN 0AAQ M,dioptrijski-okvir-green-brown-0aaq-m-1
DIOPTRIJSKI OKVIR,STING,,Četvrtasti,GREEN/BROWN 0AAQ,M,Acetat,90,53,44,18,145,138,VST525L-2,Uncategorized,SvePotrebno,VST525L,DIOPTRIJSKI OKVIR GREEN/BROWN 0AAQ M,dioptrijski-okvir-green-brown-0aaq-m-2
DIOPTRIJSKI OKVIR,STING,,Četvrtasti,CRNA 700Y,M,Acetat,90,48,47,22,140,140,VST529L,Uncategorized,SvePotrebno,VST529L,DIOPTRIJSKI OKVIR CRNA 700Y M,dioptrijski-okvir-crna-700y-m-7
DIOPTRIJSKI OKVIR,STING,,Četvrtasti,CRNA 700Y,M,Acetat,90,48,47,22,140,140,VST529L-1,Uncategorized,SvePotrebno,VST529L,DIOPTRIJSKI OKVIR CRNA 700Y M,dioptrijski-okvir-crna-700y-m-8
DIOPTRIJSKI OKVIR,STING,,Okrugao,TRANSP.BROWN 0D57,S,Acetat,90,50,47,21,140,132,VST502,Uncategorized,SvePotrebno,VST502,DIOPTRIJSKI OKVIR TRANSP.BROWN 0D57 S,dioptrijski-okvir-transpbrown-0d57-s
DIOPTRIJSKI OKVIR,STING,,Okrugao,TRANSP.BROWN 0D57,S,Acetat,90,50,47,21,140,132,VST502-1,Uncategorized,SvePotrebno,VST502,DIOPTRIJSKI OKVIR TRANSP.BROWN 0D57 S,dioptrijski-okvir-transpbrown-0d57-s-1
DIOPTRIJSKI OKVIR,STING,,Okrugao,"CRNA /PLAVA 0Q46,PLAVA/ŽUTA 08KA",M,Titan,90,49,48,23,145,138,VST534,Uncategorized,SvePotrebno,VST534,"DIOPTRIJSKI OKVIR CRNA /PLAVA 0Q46,PLAVA/ŽUTA 08KA M",dioptrijski-okvir-crna-plava-0q46plava-zuta-08ka-m
DIOPTRIJSKI OKVIR,STING,,Okrugao,CRNA /PLAVA 0Q46,M,Titan,90,49,48,23,145,138,VST534-1,Uncategorized,SvePotrebno,VST534,DIOPTRIJSKI OKVIR CRNA /PLAVA 0Q46 M,dioptrijski-okvir-crna-plava-0q46-m
DIOPTRIJSKI OKVIR,STING,,Okrugao,PLAVA/ŽUTA 08KA,M,Titan,90,49,48,23,145,138,VST534-2,Uncategorized,SvePotrebno,VST534,DIOPTRIJSKI OKVIR PLAVA/ŽUTA 08KA M,dioptrijski-okvir-plava-zuta-08ka-m
DIOPTRIJSKI OKVIR,POLICE,,Okrugao,CRNA Z42Y,S,Plastika,90,48,44,18,135,130,VK129,Uncategorized,SvePotrebno,VK129,DIOPTRIJSKI OKVIR CRNA Z42Y S,dioptrijski-okvir-crna-z42y-s
DIOPTRIJSKI OKVIR,POLICE,,Okrugao,CRNA Z42Y,S,Plastika,90,48,44,18,135,130,VK129-1,Uncategorized,SvePotrebno,VK129,DIOPTRIJSKI OKVIR CRNA Z42Y S,dioptrijski-okvir-crna-z42y-s-1
DIOPTRIJSKI OKVIR,FURLA,,Nepravilan,CRNA 0700,M,Acetat,130,52,55,21,140,142,VFU824,Uncategorized,SvePotrebno,VFU824,DIOPTRIJSKI OKVIR CRNA 0700 M,dioptrijski-okvir-crna-0700-m-18
DIOPTRIJSKI OKVIR,FURLA,,Nepravilan,CRNA 0700,M,Acetat,130,52,55,21,140,142,VFU824-1,Uncategorized,SvePotrebno,VFU824,DIOPTRIJSKI OKVIR CRNA 0700 M,dioptrijski-okvir-crna-0700-m-19
DIOPTRIJSKI OKVIR,FURLA,,Nepravilan,CRNA 0700,M,Acetat,130,53,50,18,140,139,VFU825,Uncategorized,SvePotrebno,VFU825,DIOPTRIJSKI OKVIR CRNA 0700 M,dioptrijski-okvir-crna-0700-m-20
DIOPTRIJSKI OKVIR,FURLA,,Nepravilan,CRNA 0700,M,Acetat,130,53,50,18,140,139,VFU825-1,Uncategorized,SvePotrebno,VFU825,DIOPTRIJSKI OKVIR CRNA 0700 M,dioptrijski-okvir-crna-0700-m-21
DIOPTRIJSKI OKVIR,FURLA,,Nepravilan,"SHINY TRANSP.AZURE 06N1,HAVANA 0745",M,Acetat,185,53,50,16,140,138,VFU828V,Uncategorized,SvePotrebno,VFU828V,"DIOPTRIJSKI OKVIR SHINY TRANSP.AZURE 06N1,HAVANA 0745 M",dioptrijski-okvir-shiny-transpazure-06n1havana-0745-m
DIOPTRIJSKI OKVIR,FURLA,,Nepravilan,SHINY TRANSP.AZURE 06N1,M,Acetat,185,53,50,16,140,138,VFU828V-1,Uncategorized,SvePotrebno,VFU828V,DIOPTRIJSKI OKVIR SHINY TRANSP.AZURE 06N1 M,dioptrijski-okvir-shiny-transpazure-06n1-m
DIOPTRIJSKI OKVIR,FURLA,,Nepravilan,HAVANA 0745,M,Acetat,185,53,50,16,140,138,VFU828V-2,Uncategorized,SvePotrebno,VFU828V,DIOPTRIJSKI OKVIR HAVANA 0745 M,dioptrijski-okvir-havana-0745-m
DIOPTRIJSKI OKVIR,FURLA,,Četvrtasti,"CRNA 0700,SMEĐA/PLAVA 0P62",S,Acetat,158,53,36,15,135,134,VFU669,Uncategorized,SvePotrebno,VFU669,"DIOPTRIJSKI OKVIR CRNA 0700,SMEĐA/PLAVA 0P62 S",dioptrijski-okvir-crna-0700smeda-plava-0p62-s
DIOPTRIJSKI OKVIR,FURLA,,Četvrtasti,CRNA 0700,S,Acetat,158,53,36,15,135,134,VFU669-1,Uncategorized,SvePotrebno,VFU669,DIOPTRIJSKI OKVIR CRNA 0700 S,dioptrijski-okvir-crna-0700-s
DIOPTRIJSKI OKVIR,FURLA,,Četvrtasti,SMEĐA/PLAVA 0P62,S,Acetat,158,53,36,15,135,134,VFU669-2,Uncategorized,SvePotrebno,VFU669,DIOPTRIJSKI OKVIR SMEĐA/PLAVA 0P62 S,dioptrijski-okvir-smeda-plava-0p62-s
DIOPTRIJSKI OKVIR,ESCADA,,Nepravilan,CRNA 700Y,M,Acetat,190,55,47,16,140,138,VESE43,Uncategorized,SvePotrebno,VESE43,DIOPTRIJSKI OKVIR CRNA 700Y M,dioptrijski-okvir-crna-700y-m-9
DIOPTRIJSKI OKVIR,ESCADA,,Nepravilan,CRNA 700Y,M,Acetat,190,55,47,16,140,138,VESE43-1,Uncategorized,SvePotrebno,VESE43,DIOPTRIJSKI OKVIR CRNA 700Y M,dioptrijski-okvir-crna-700y-m-10
DIOPTRIJSKI OKVIR,ESCADA,,Nepravilan,DARK HAVANA 752Y,M,Acetat,210,55,47,16,140,140,VESE82,Uncategorized,SvePotrebno,VESE82,DIOPTRIJSKI OKVIR DARK HAVANA 752Y M,dioptrijski-okvir-dark-havana-752y-m
DIOPTRIJSKI OKVIR,ESCADA,,Nepravilan,DARK HAVANA 752Y,M,Acetat,210,55,47,16,140,140,VESE82-1,Uncategorized,SvePotrebno,VESE82,DIOPTRIJSKI OKVIR DARK HAVANA 752Y M,dioptrijski-okvir-dark-havana-752y-m-1
